roi_uid,label,notes,sample,group_id,roi_index,object,split,image_path,gallery_overlay_path,combined_overlay_path,roi_crop_path,x_min,y_min,x_max,y_max,sam_predicted_iou,sam_mask_area_px,selected_patch_count,selected_patch_fraction,region_max_score,region_mass,primary_peak_score
test/bad/2D und 3D/2026_03_11-09_30_32-443.png__roi_005,,,test/bad/2D und 3D/2026_03_11-09_30_32-443.png,test/bad/2D und 3D/2026_03_11-09_30_32-443.png,5,normalmap,custom_eval,C:\anomalydino_data_single_object_normalmap\normalmap\test\bad\2D und 3D\2026_03_11-09_30_32-443.png,C:\ai\AnomalyDINO\results_CUSTOM\dinov3_vitb16_688\8-shot_preprocess=force_no_mask_no_rotation_bestsearch8_fast20greedy_maxanomap_res688_evaltrain_20260413\hq_sam_outputs_batch\roi_crops_peak_hysteresis_h0.5_l0.2_merge3bridge0.1_seed=0_sam_hq_vit_tiny\combined_overlay_gallery_flat\2D und 3D\2026_03_11-09_30_32-443.png,C:\ai\AnomalyDINO\results_CUSTOM\dinov3_vitb16_688\8-shot_preprocess=force_no_mask_no_rotation_bestsearch8_fast20greedy_maxanomap_res688_evaltrain_20260413\hq_sam_outputs_batch\roi_crops_peak_hysteresis_h0.5_l0.2_merge3bridge0.1_seed=0_sam_hq_vit_tiny\test\bad\2D und 3D\2026_03_11-09_30_32-443\combined_overlay.png,,644,914,711,948,0.824571430683136,1152,4,0.0016611295681063123,0.07526201009750366,0.0692240297794342,0.07526201009750366
test/bad/2D und 3D/2026_03_11-09_30_32-443.png__roi_006,,,test/bad/2D und 3D/2026_03_11-09_30_32-443.png,test/bad/2D und 3D/2026_03_11-09_30_32-443.png,6,normalmap,custom_eval,C:\anomalydino_data_single_object_normalmap\normalmap\test\bad\2D und 3D\2026_03_11-09_30_32-443.png,C:\ai\AnomalyDINO\results_CUSTOM\dinov3_vitb16_688\8-shot_preprocess=force_no_mask_no_rotation_bestsearch8_fast20greedy_maxanomap_res688_evaltrain_20260413\hq_sam_outputs_batch\roi_crops_peak_hysteresis_h0.5_l0.2_merge3bridge0.1_seed=0_sam_hq_vit_tiny\combined_overlay_gallery_flat\2D und 3D\2026_03_11-09_30_32-443.png,C:\ai\AnomalyDINO\results_CUSTOM\dinov3_vitb16_688\8-shot_preprocess=force_no_mask_no_rotation_bestsearch8_fast20greedy_maxanomap_res688_evaltrain_20260413\hq_sam_outputs_batch\roi_crops_peak_hysteresis_h0.5_l0.2_merge3bridge0.1_seed=0_sam_hq_vit_tiny\test\bad\2D und 3D\2026_03_11-09_30_32-443\combined_overlay.png,,576,339,610,406,0.7505921125411987,1464,4,0.0016611295681063123,0.0647549033164978,0.0757567286491394,0.0647549033164978
test/bad/2D und 3D/2026_03_11-09_30_32-443.png__roi_007,,,test/bad/2D und 3D/2026_03_11-09_30_32-443.png,test/bad/2D und 3D/2026_03_11-09_30_32-443.png,7,normalmap,custom_eval,C:\anomalydino_data_single_object_normalmap\normalmap\test\bad\2D und 3D\2026_03_11-09_30_32-443.png,C:\ai\AnomalyDINO\results_CUSTOM\dinov3_vitb16_688\8-shot_preprocess=force_no_mask_no_rotation_bestsearch8_fast20greedy_maxanomap_res688_evaltrain_20260413\hq_sam_outputs_batch\roi_crops_peak_hysteresis_h0.5_l0.2_merge3bridge0.1_seed=0_sam_hq_vit_tiny\combined_overlay_gallery_flat\2D und 3D\2026_03_11-09_30_32-443.png,C:\ai\AnomalyDINO\results_CUSTOM\dinov3_vitb16_688\8-shot_preprocess=force_no_mask_no_rotation_bestsearch8_fast20greedy_maxanomap_res688_evaltrain_20260413\hq_sam_outputs_batch\roi_crops_peak_hysteresis_h0.5_l0.2_merge3bridge0.1_seed=0_sam_hq_vit_tiny\test\bad\2D und 3D\2026_03_11-09_30_32-443\combined_overlay.png,,1423,677,1558,779,0.4907536208629608,2922,10,0.004152823920265781,0.06426593661308289,0.1322864592075348,0.06426593661308289
test/bad/2D und 3D/2026_03_11-09_30_32-443.png__roi_008,,,test/bad/2D und 3D/2026_03_11-09_30_32-443.png,test/bad/2D und 3D/2026_03_11-09_30_32-443.png,8,normalmap,custom_eval,C:\anomalydino_data_single_object_normalmap\normalmap\test\bad\2D und 3D\2026_03_11-09_30_32-443.png,C:\ai\AnomalyDINO\results_CUSTOM\dinov3_vitb16_688\8-shot_preprocess=force_no_mask_no_rotation_bestsearch8_fast20greedy_maxanomap_res688_evaltrain_20260413\hq_sam_outputs_batch\roi_crops_peak_hysteresis_h0.5_l0.2_merge3bridge0.1_seed=0_sam_hq_vit_tiny\combined_overlay_gallery_flat\2D und 3D\2026_03_11-09_30_32-443.png,C:\ai\AnomalyDINO\results_CUSTOM\dinov3_vitb16_688\8-shot_preprocess=force_no_mask_no_rotation_bestsearch8_fast20greedy_maxanomap_res688_evaltrain_20260413\hq_sam_outputs_batch\roi_crops_peak_hysteresis_h0.5_l0.2_merge3bridge0.1_seed=0_sam_hq_vit_tiny\test\bad\2D und 3D\2026_03_11-09_30_32-443\combined_overlay.png,,305,34,610,102,0.5793972015380859,10179,17,0.0070598006644518275,0.060351788997650146,0.17531836032867432,0.060351788997650146
test/bad/2D und 3D/2026_03_19-08_26_37-685.png__roi_000,,,test/bad/2D und 3D/2026_03_19-08_26_37-685.png,test/bad/2D und 3D/2026_03_19-08_26_37-685.png,0,normalmap,custom_eval,C:\anomalydino_data_single_object_normalmap\normalmap\test\bad\2D und 3D\2026_03_19-08_26_37-685.png,C:\ai\AnomalyDINO\results_CUSTOM\dinov3_vitb16_688\8-shot_preprocess=force_no_mask_no_rotation_bestsearch8_fast20greedy_maxanomap_res688_evaltrain_20260413\hq_sam_outputs_batch\roi_crops_peak_hysteresis_h0.5_l0.2_merge3bridge0.1_seed=0_sam_hq_vit_tiny\combined_overlay_gallery_flat\2D und 3D\2026_03_19-08_26_37-685.png,C:\ai\AnomalyDINO\results_CUSTOM\dinov3_vitb16_688\8-shot_preprocess=force_no_mask_no_rotation_bestsearch8_fast20greedy_maxanomap_res688_evaltrain_20260413\hq_sam_outputs_batch\roi_crops_peak_hysteresis_h0.5_l0.2_merge3bridge0.1_seed=0_sam_hq_vit_tiny\test\bad\2D und 3D\2026_03_19-08_26_37-685\combined_overlay.png,,542,440,847,745,0.948146641254425,14813,22,0.009136212624584718,0.2292652726173401,2.893305629491806,0.2292652726173401
test/bad/2D und 3D/2026_03_19-08_26_37-685.png__roi_001,,,test/bad/2D und 3D/2026_03_19-08_26_37-685.png,test/bad/2D und 3D/2026_03_19-08_26_37-685.png,1,normalmap,custom_eval,C:\anomalydino_data_single_object_normalmap\normalmap\test\bad\2D und 3D\2026_03_19-08_26_37-685.png,C:\ai\AnomalyDINO\results_CUSTOM\dinov3_vitb16_688\8-shot_preprocess=force_no_mask_no_rotation_bestsearch8_fast20greedy_maxanomap_res688_evaltrain_20260413\hq_sam_outputs_batch\roi_crops_peak_hysteresis_h0.5_l0.2_merge3bridge0.1_seed=0_sam_hq_vit_tiny\combined_overlay_gallery_flat\2D und 3D\2026_03_19-08_26_37-685.png,C:\ai\AnomalyDINO\results_CUSTOM\dinov3_vitb16_688\8-shot_preprocess=force_no_mask_no_rotation_bestsearch8_fast20greedy_maxanomap_res688_evaltrain_20260413\hq_sam_outputs_batch\roi_crops_peak_hysteresis_h0.5_l0.2_merge3bridge0.1_seed=0_sam_hq_vit_tiny\test\bad\2D und 3D\2026_03_19-08_26_37-685\combined_overlay.png,,305,542,406,576,0.6233034729957581,1729,6,0.0024916943521594683,0.08546972274780273,0.12558642029762268,0.08546972274780273
test/bad/2D und 3D/2026_03_19-08_26_37-685.png__roi_002,,,test/bad/2D und 3D/2026_03_19-08_26_37-685.png,test/bad/2D und 3D/2026_03_19-08_26_37-685.png,2,normalmap,custom_eval,C:\anomalydino_data_single_object_normalmap\normalmap\test\bad\2D und 3D\2026_03_19-08_26_37-685.png,C:\ai\AnomalyDINO\results_CUSTOM\dinov3_vitb16_688\8-shot_preprocess=force_no_mask_no_rotation_bestsearch8_fast20greedy_maxanomap_res688_evaltrain_20260413\hq_sam_outputs_batch\roi_crops_peak_hysteresis_h0.5_l0.2_merge3bridge0.1_seed=0_sam_hq_vit_tiny\combined_overlay_gallery_flat\2D und 3D\2026_03_19-08_26_37-685.png,C:\ai\AnomalyDINO\results_CUSTOM\dinov3_vitb16_688\8-shot_preprocess=force_no_mask_no_rotation_bestsearch8_fast20greedy_maxanomap_res688_evaltrain_20260413\hq_sam_outputs_batch\roi_crops_peak_hysteresis_h0.5_l0.2_merge3bridge0.1_seed=0_sam_hq_vit_tiny\test\bad\2D und 3D\2026_03_19-08_26_37-685\combined_overlay.png,,847,948,915,982,0.6980820894241333,1047,2,0.0008305647840531562,0.0580785870552063,0.06404811143875122,0.0580785870552063
test/bad/2D und 3D/2026_03_19-08_27_52-514.png__roi_000,,,test/bad/2D und 3D/2026_03_19-08_27_52-514.png,test/bad/2D und 3D/2026_03_19-08_27_52-514.png,0,normalmap,custom_eval,C:\anomalydino_data_single_object_normalmap\normalmap\test\bad\2D und 3D\2026_03_19-08_27_52-514.png,C:\ai\AnomalyDINO\results_CUSTOM\dinov3_vitb16_688\8-shot_preprocess=force_no_mask_no_rotation_bestsearch8_fast20greedy_maxanomap_res688_evaltrain_20260413\hq_sam_outputs_batch\roi_crops_peak_hysteresis_h0.5_l0.2_merge3bridge0.1_seed=0_sam_hq_vit_tiny\combined_overlay_gallery_flat\2D und 3D\2026_03_19-08_27_52-514.png,C:\ai\AnomalyDINO\results_CUSTOM\dinov3_vitb16_688\8-shot_preprocess=force_no_mask_no_rotation_bestsearch8_fast20greedy_maxanomap_res688_evaltrain_20260413\hq_sam_outputs_batch\roi_crops_peak_hysteresis_h0.5_l0.2_merge3bridge0.1_seed=0_sam_hq_vit_tiny\test\bad\2D und 3D\2026_03_19-08_27_52-514\combined_overlay.png,,68,34,203,203,0.9253990650177002,19682,24,0.009966777408637873,0.18471521139144897,1.83126562833786,0.18471521139144897
test/bad/2D und 3D/2026_03_19-08_27_52-514.png__roi_001,,,test/bad/2D und 3D/2026_03_19-08_27_52-514.png,test/bad/2D und 3D/2026_03_19-08_27_52-514.png,1,normalmap,custom_eval,C:\anomalydino_data_single_object_normalmap\normalmap\test\bad\2D und 3D\2026_03_19-08_27_52-514.png,C:\ai\AnomalyDINO\results_CUSTOM\dinov3_vitb16_688\8-shot_preprocess=force_no_mask_no_rotation_bestsearch8_fast20greedy_maxanomap_res688_evaltrain_20260413\hq_sam_outputs_batch\roi_crops_peak_hysteresis_h0.5_l0.2_merge3bridge0.1_seed=0_sam_hq_vit_tiny\combined_overlay_gallery_flat\2D und 3D\2026_03_19-08_27_52-514.png,C:\ai\AnomalyDINO\results_CUSTOM\dinov3_vitb16_688\8-shot_preprocess=force_no_mask_no_rotation_bestsearch8_fast20greedy_maxanomap_res688_evaltrain_20260413\hq_sam_outputs_batch\roi_crops_peak_hysteresis_h0.5_l0.2_merge3bridge0.1_seed=0_sam_hq_vit_tiny\test\bad\2D und 3D\2026_03_19-08_27_52-514\combined_overlay.png,,1423,609,1456,677,0.8111761808395386,773,2,0.0008305647840531562,0.0968119204044342,0.16445857286453247,0.0968119204044342
test/bad/2D und 3D/2026_03_19-08_27_52-514.png__roi_002,,,test/bad/2D und 3D/2026_03_19-08_27_52-514.png,test/bad/2D und 3D/2026_03_19-08_27_52-514.png,2,normalmap,custom_eval,C:\anomalydino_data_single_object_normalmap\normalmap\test\bad\2D und 3D\2026_03_19-08_27_52-514.png,C:\ai\AnomalyDINO\results_CUSTOM\dinov3_vitb16_688\8-shot_preprocess=force_no_mask_no_rotation_bestsearch8_fast20greedy_maxanomap_res688_evaltrain_20260413\hq_sam_outputs_batch\roi_crops_peak_hysteresis_h0.5_l0.2_merge3bridge0.1_seed=0_sam_hq_vit_tiny\combined_overlay_gallery_flat\2D und 3D\2026_03_19-08_27_52-514.png,C:\ai\AnomalyDINO\results_CUSTOM\dinov3_vitb16_688\8-shot_preprocess=force_no_mask_no_rotation_bestsearch8_fast20greedy_maxanomap_res688_evaltrain_20260413\hq_sam_outputs_batch\roi_crops_peak_hysteresis_h0.5_l0.2_merge3bridge0.1_seed=0_sam_hq_vit_tiny\test\bad\2D und 3D\2026_03_19-08_27_52-514\combined_overlay.png,,271,203,305,237,0.7259083390235901,874,3,0.0012458471760797341,0.0781310498714447,0.06421259045600891,0.0781310498714447
test/bad/2D und 3D/2026_03_19-09_00_52-641.png__roi_000,,,test/bad/2D und 3D/2026_03_19-09_00_52-641.png,test/bad/2D und 3D/2026_03_19-09_00_52-641.png,0,normalmap,custom_eval,C:\anomalydino_data_single_object_normalmap\normalmap\test\bad\2D und 3D\2026_03_19-09_00_52-641.png,C:\ai\AnomalyDINO\results_CUSTOM\dinov3_vitb16_688\8-shot_preprocess=force_no_mask_no_rotation_bestsearch8_fast20greedy_maxanomap_res688_evaltrain_20260413\hq_sam_outputs_batch\roi_crops_peak_hysteresis_h0.5_l0.2_merge3bridge0.1_seed=0_sam_hq_vit_tiny\combined_overlay_gallery_flat\2D und 3D\2026_03_19-09_00_52-641.png,C:\ai\AnomalyDINO\results_CUSTOM\dinov3_vitb16_688\8-shot_preprocess=force_no_mask_no_rotation_bestsearch8_fast20greedy_maxanomap_res688_evaltrain_20260413\hq_sam_outputs_batch\roi_crops_peak_hysteresis_h0.5_l0.2_merge3bridge0.1_seed=0_sam_hq_vit_tiny\test\bad\2D und 3D\2026_03_19-09_00_52-641\combined_overlay.png,,982,542,1016,609,0.7761114239692688,759,2,0.0008305647840531562,0.11045211553573608,0.1612287163734436,0.11045211553573608
test/bad/2D und 3D/2026_03_19-09_00_59-127.png__roi_000,,,test/bad/2D und 3D/2026_03_19-09_00_59-127.png,test/bad/2D und 3D/2026_03_19-09_00_59-127.png,0,normalmap,custom_eval,C:\anomalydino_data_single_object_normalmap\normalmap\test\bad\2D und 3D\2026_03_19-09_00_59-127.png,C:\ai\AnomalyDINO\results_CUSTOM\dinov3_vitb16_688\8-shot_preprocess=force_no_mask_no_rotation_bestsearch8_fast20greedy_maxanomap_res688_evaltrain_20260413\hq_sam_outputs_batch\roi_crops_peak_hysteresis_h0.5_l0.2_merge3bridge0.1_seed=0_sam_hq_vit_tiny\combined_overlay_gallery_flat\2D und 3D\2026_03_19-09_00_59-127.png,C:\ai\AnomalyDINO\results_CUSTOM\dinov3_vitb16_688\8-shot_preprocess=force_no_mask_no_rotation_bestsearch8_fast20greedy_maxanomap_res688_evaltrain_20260413\hq_sam_outputs_batch\roi_crops_peak_hysteresis_h0.5_l0.2_merge3bridge0.1_seed=0_sam_hq_vit_tiny\test\bad\2D und 3D\2026_03_19-09_00_59-127\combined_overlay.png,,1084,474,1152,542,0.7660655975341797,1938,4,0.0016611295681063123,0.09179839491844177,0.16044890880584717,0.09179839491844177
test/bad/2D und 3D/2026_03_19-09_00_59-127.png__roi_001,,,test/bad/2D und 3D/2026_03_19-09_00_59-127.png,test/bad/2D und 3D/2026_03_19-09_00_59-127.png,1,normalmap,custom_eval,C:\anomalydino_data_single_object_normalmap\normalmap\test\bad\2D und 3D\2026_03_19-09_00_59-127.png,C:\ai\AnomalyDINO\results_CUSTOM\dinov3_vitb16_688\8-shot_preprocess=force_no_mask_no_rotation_bestsearch8_fast20greedy_maxanomap_res688_evaltrain_20260413\hq_sam_outputs_batch\roi_crops_peak_hysteresis_h0.5_l0.2_merge3bridge0.1_seed=0_sam_hq_vit_tiny\combined_overlay_gallery_flat\2D und 3D\2026_03_19-09_00_59-127.png,C:\ai\AnomalyDINO\results_CUSTOM\dinov3_vitb16_688\8-shot_preprocess=force_no_mask_no_rotation_bestsearch8_fast20greedy_maxanomap_res688_evaltrain_20260413\hq_sam_outputs_batch\roi_crops_peak_hysteresis_h0.5_l0.2_merge3bridge0.1_seed=0_sam_hq_vit_tiny\test\bad\2D und 3D\2026_03_19-09_00_59-127\combined_overlay.png,,339,271,373,305,0.6972236633300781,976,3,0.0012458471760797341,0.05962151288986206,0.05275779962539673,0.05962151288986206
test/bad/2D und 3D/2026_03_19-09_00_59-127.png__roi_002,,,test/bad/2D und 3D/2026_03_19-09_00_59-127.png,test/bad/2D und 3D/2026_03_19-09_00_59-127.png,2,normalmap,custom_eval,C:\anomalydino_data_single_object_normalmap\normalmap\test\bad\2D und 3D\2026_03_19-09_00_59-127.png,C:\ai\AnomalyDINO\results_CUSTOM\dinov3_vitb16_688\8-shot_preprocess=force_no_mask_no_rotation_bestsearch8_fast20greedy_maxanomap_res688_evaltrain_20260413\hq_sam_outputs_batch\roi_crops_peak_hysteresis_h0.5_l0.2_merge3bridge0.1_seed=0_sam_hq_vit_tiny\combined_overlay_gallery_flat\2D und 3D\2026_03_19-09_00_59-127.png,C:\ai\AnomalyDINO\results_CUSTOM\dinov3_vitb16_688\8-shot_preprocess=force_no_mask_no_rotation_bestsearch8_fast20greedy_maxanomap_res688_evaltrain_20260413\hq_sam_outputs_batch\roi_crops_peak_hysteresis_h0.5_l0.2_merge3bridge0.1_seed=0_sam_hq_vit_tiny\test\bad\2D und 3D\2026_03_19-09_00_59-127\combined_overlay.png,,1423,542,1490,643,0.6917248964309692,3978,6,0.0024916943521594683,0.05819499492645264,0.1343919336795807,0.05819499492645264
test/bad/2D und 3D/2026_03_19-09_04_24-209.png__roi_000,,,test/bad/2D und 3D/2026_03_19-09_04_24-209.png,test/bad/2D und 3D/2026_03_19-09_04_24-209.png,0,normalmap,custom_eval,C:\anomalydino_data_single_object_normalmap\normalmap\test\bad\2D und 3D\2026_03_19-09_04_24-209.png,C:\ai\AnomalyDINO\results_CUSTOM\dinov3_vitb16_688\8-shot_preprocess=force_no_mask_no_rotation_bestsearch8_fast20greedy_maxanomap_res688_evaltrain_20260413\hq_sam_outputs_batch\roi_crops_peak_hysteresis_h0.5_l0.2_merge3bridge0.1_seed=0_sam_hq_vit_tiny\combined_overlay_gallery_flat\2D und 3D\2026_03_19-09_04_24-209.png,C:\ai\AnomalyDINO\results_CUSTOM\dinov3_vitb16_688\8-shot_preprocess=force_no_mask_no_rotation_bestsearch8_fast20greedy_maxanomap_res688_evaltrain_20260413\hq_sam_outputs_batch\roi_crops_peak_hysteresis_h0.5_l0.2_merge3bridge0.1_seed=0_sam_hq_vit_tiny\test\bad\2D und 3D\2026_03_19-09_04_24-209\combined_overlay.png,,644,135,677,203,0.7419072389602661,363,2,0.0008305647840531562,0.08024603128433228,0.12166076898574829,0.08024603128433228
test/bad/2D und 3D/2026_03_19-09_04_24-209.png__roi_001,,,test/bad/2D und 3D/2026_03_19-09_04_24-209.png,test/bad/2D und 3D/2026_03_19-09_04_24-209.png,1,normalmap,custom_eval,C:\anomalydino_data_single_object_normalmap\normalmap\test\bad\2D und 3D\2026_03_19-09_04_24-209.png,C:\ai\AnomalyDINO\results_CUSTOM\dinov3_vitb16_688\8-shot_preprocess=force_no_mask_no_rotation_bestsearch8_fast20greedy_maxanomap_res688_evaltrain_20260413\hq_sam_outputs_batch\roi_crops_peak_hysteresis_h0.5_l0.2_merge3bridge0.1_seed=0_sam_hq_vit_tiny\combined_overlay_gallery_flat\2D und 3D\2026_03_19-09_04_24-209.png,C:\ai\AnomalyDINO\results_CUSTOM\dinov3_vitb16_688\8-shot_preprocess=force_no_mask_no_rotation_bestsearch8_fast20greedy_maxanomap_res688_evaltrain_20260413\hq_sam_outputs_batch\roi_crops_peak_hysteresis_h0.5_l0.2_merge3bridge0.1_seed=0_sam_hq_vit_tiny\test\bad\2D und 3D\2026_03_19-09_04_24-209\combined_overlay.png,,1118,474,1355,711,0.692986249923706,30483,41,0.0170265780730897,0.06294596195220947,0.849441796541214,0.06294596195220947
test/bad/2D und 3D/2026_03_19-09_04_24-209.png__roi_002,,,test/bad/2D und 3D/2026_03_19-09_04_24-209.png,test/bad/2D und 3D/2026_03_19-09_04_24-209.png,2,normalmap,custom_eval,C:\anomalydino_data_single_object_normalmap\normalmap\test\bad\2D und 3D\2026_03_19-09_04_24-209.png,C:\ai\AnomalyDINO\results_CUSTOM\dinov3_vitb16_688\8-shot_preprocess=force_no_mask_no_rotation_bestsearch8_fast20greedy_maxanomap_res688_evaltrain_20260413\hq_sam_outputs_batch\roi_crops_peak_hysteresis_h0.5_l0.2_merge3bridge0.1_seed=0_sam_hq_vit_tiny\combined_overlay_gallery_flat\2D und 3D\2026_03_19-09_04_24-209.png,C:\ai\AnomalyDINO\results_CUSTOM\dinov3_vitb16_688\8-shot_preprocess=force_no_mask_no_rotation_bestsearch8_fast20greedy_maxanomap_res688_evaltrain_20260413\hq_sam_outputs_batch\roi_crops_peak_hysteresis_h0.5_l0.2_merge3bridge0.1_seed=0_sam_hq_vit_tiny\test\bad\2D und 3D\2026_03_19-09_04_24-209\combined_overlay.png,,1660,169,1694,203,0.7269319295883179,681,2,0.0008305647840531562,0.061414241790771484,0.05537976324558258,0.061414241790771484
test/bad/2D und 3D/2026_03_19-09_04_58-922.png__roi_000,,,test/bad/2D und 3D/2026_03_19-09_04_58-922.png,test/bad/2D und 3D/2026_03_19-09_04_58-922.png,0,normalmap,custom_eval,C:\anomalydino_data_single_object_normalmap\normalmap\test\bad\2D und 3D\2026_03_19-09_04_58-922.png,C:\ai\AnomalyDINO\results_CUSTOM\dinov3_vitb16_688\8-shot_preprocess=force_no_mask_no_rotation_bestsearch8_fast20greedy_maxanomap_res688_evaltrain_20260413\hq_sam_outputs_batch\roi_crops_peak_hysteresis_h0.5_l0.2_merge3bridge0.1_seed=0_sam_hq_vit_tiny\combined_overlay_gallery_flat\2D und 3D\2026_03_19-09_04_58-922.png,C:\ai\AnomalyDINO\results_CUSTOM\dinov3_vitb16_688\8-shot_preprocess=force_no_mask_no_rotation_bestsearch8_fast20greedy_maxanomap_res688_evaltrain_20260413\hq_sam_outputs_batch\roi_crops_peak_hysteresis_h0.5_l0.2_merge3bridge0.1_seed=0_sam_hq_vit_tiny\test\bad\2D und 3D\2026_03_19-09_04_58-922\combined_overlay.png,,644,914,711,982,0.7394629120826721,2087,4,0.0016611295681063123,0.0912385880947113,0.17898084223270416,0.0912385880947113
test/bad/2D und 3D/2026_03_19-09_04_58-922.png__roi_001,,,test/bad/2D und 3D/2026_03_19-09_04_58-922.png,test/bad/2D und 3D/2026_03_19-09_04_58-922.png,1,normalmap,custom_eval,C:\anomalydino_data_single_object_normalmap\normalmap\test\bad\2D und 3D\2026_03_19-09_04_58-922.png,C:\ai\AnomalyDINO\results_CUSTOM\dinov3_vitb16_688\8-shot_preprocess=force_no_mask_no_rotation_bestsearch8_fast20greedy_maxanomap_res688_evaltrain_20260413\hq_sam_outputs_batch\roi_crops_peak_hysteresis_h0.5_l0.2_merge3bridge0.1_seed=0_sam_hq_vit_tiny\combined_overlay_gallery_flat\2D und 3D\2026_03_19-09_04_58-922.png,C:\ai\AnomalyDINO\results_CUSTOM\dinov3_vitb16_688\8-shot_preprocess=force_no_mask_no_rotation_bestsearch8_fast20greedy_maxanomap_res688_evaltrain_20260413\hq_sam_outputs_batch\roi_crops_peak_hysteresis_h0.5_l0.2_merge3bridge0.1_seed=0_sam_hq_vit_tiny\test\bad\2D und 3D\2026_03_19-09_04_58-922\combined_overlay.png,,373,813,542,982,0.5169982314109802,4740,11,0.004568106312292359,0.08581781387329102,0.15173617005348206,0.08581781387329102
test/bad/2D und 3D/2026_03_19-09_04_58-922.png__roi_002,,,test/bad/2D und 3D/2026_03_19-09_04_58-922.png,test/bad/2D und 3D/2026_03_19-09_04_58-922.png,2,normalmap,custom_eval,C:\anomalydino_data_single_object_normalmap\normalmap\test\bad\2D und 3D\2026_03_19-09_04_58-922.png,C:\ai\AnomalyDINO\results_CUSTOM\dinov3_vitb16_688\8-shot_preprocess=force_no_mask_no_rotation_bestsearch8_fast20greedy_maxanomap_res688_evaltrain_20260413\hq_sam_outputs_batch\roi_crops_peak_hysteresis_h0.5_l0.2_merge3bridge0.1_seed=0_sam_hq_vit_tiny\combined_overlay_gallery_flat\2D und 3D\2026_03_19-09_04_58-922.png,C:\ai\AnomalyDINO\results_CUSTOM\dinov3_vitb16_688\8-shot_preprocess=force_no_mask_no_rotation_bestsearch8_fast20greedy_maxanomap_res688_evaltrain_20260413\hq_sam_outputs_batch\roi_crops_peak_hysteresis_h0.5_l0.2_merge3bridge0.1_seed=0_sam_hq_vit_tiny\test\bad\2D und 3D\2026_03_19-09_04_58-922\combined_overlay.png,,711,1219,779,1287,0.6375254392623901,1179,4,0.0016611295681063123,0.08257001638412476,0.07603704929351807,0.08257001638412476
test/bad/2D und 3D/2026_03_19-09_04_58-922.png__roi_003,,,test/bad/2D und 3D/2026_03_19-09_04_58-922.png,test/bad/2D und 3D/2026_03_19-09_04_58-922.png,3,normalmap,custom_eval,C:\anomalydino_data_single_object_normalmap\normalmap\test\bad\2D und 3D\2026_03_19-09_04_58-922.png,C:\ai\AnomalyDINO\results_CUSTOM\dinov3_vitb16_688\8-shot_preprocess=force_no_mask_no_rotation_bestsearch8_fast20greedy_maxanomap_res688_evaltrain_20260413\hq_sam_outputs_batch\roi_crops_peak_hysteresis_h0.5_l0.2_merge3bridge0.1_seed=0_sam_hq_vit_tiny\combined_overlay_gallery_flat\2D und 3D\2026_03_19-09_04_58-922.png,C:\ai\AnomalyDINO\results_CUSTOM\dinov3_vitb16_688\8-shot_preprocess=force_no_mask_no_rotation_bestsearch8_fast20greedy_maxanomap_res688_evaltrain_20260413\hq_sam_outputs_batch\roi_crops_peak_hysteresis_h0.5_l0.2_merge3bridge0.1_seed=0_sam_hq_vit_tiny\test\bad\2D und 3D\2026_03_19-09_04_58-922\combined_overlay.png,,237,1050,271,1117,0.6613843441009521,1048,2,0.0008305647840531562,0.05771327018737793,0.07443511486053467,0.05771327018737793
test/bad/2D/2026_03_11-09_22_05-974.png__roi_000,,,test/bad/2D/2026_03_11-09_22_05-974.png,test/bad/2D/2026_03_11-09_22_05-974.png,0,normalmap,custom_eval,C:\anomalydino_data_single_object_normalmap\normalmap\test\bad\2D\2026_03_11-09_22_05-974.png,C:\ai\AnomalyDINO\results_CUSTOM\dinov3_vitb16_688\8-shot_preprocess=force_no_mask_no_rotation_bestsearch8_fast20greedy_maxanomap_res688_evaltrain_20260413\hq_sam_outputs_batch\roi_crops_peak_hysteresis_h0.5_l0.2_merge3bridge0.1_seed=0_sam_hq_vit_tiny\combined_overlay_gallery_flat\2D\2026_03_11-09_22_05-974.png,C:\ai\AnomalyDINO\results_CUSTOM\dinov3_vitb16_688\8-shot_preprocess=force_no_mask_no_rotation_bestsearch8_fast20greedy_maxanomap_res688_evaltrain_20260413\hq_sam_outputs_batch\roi_crops_peak_hysteresis_h0.5_l0.2_merge3bridge0.1_seed=0_sam_hq_vit_tiny\test\bad\2D\2026_03_11-09_22_05-974\combined_overlay.png,,68,34,711,880,0.6066797375679016,462975,456,0.1893687707641196,0.09649589657783508,2.427891433238983,0.09649589657783508
