bildname;roi_nummer;label
C:\anomalydino_data_single_object_normalmap\normalmap\test\bad\2D\2026_03_11-09_26_14-520.png;roi6;
C:\anomalydino_data_single_object_normalmap\normalmap\test\bad\2D\2026_03_11-09_26_14-520.png;roi7;
C:\anomalydino_data_single_object_normalmap\normalmap\test\bad\2D\2026_03_11-09_26_22-508.png;roi0;
C:\anomalydino_data_single_object_normalmap\normalmap\test\bad\2D\2026_03_11-09_26_22-508.png;roi1;
C:\anomalydino_data_single_object_normalmap\normalmap\test\bad\2D\2026_03_11-09_26_22-508.png;roi2;
C:\anomalydino_data_single_object_normalmap\normalmap\test\bad\2D\2026_03_11-09_26_22-508.png;roi3;
C:\anomalydino_data_single_object_normalmap\normalmap\test\bad\2D\2026_03_11-09_26_29-594.png;roi0;
C:\anomalydino_data_single_object_normalmap\normalmap\test\bad\2D\2026_03_11-09_26_29-594.png;roi1;
C:\anomalydino_data_single_object_normalmap\normalmap\test\bad\2D\2026_03_11-09_26_29-594.png;roi2;
C:\anomalydino_data_single_object_normalmap\normalmap\test\bad\2D\2026_03_11-09_26_29-594.png;roi3;
C:\anomalydino_data_single_object_normalmap\normalmap\test\bad\2D\2026_03_11-09_26_29-594.png;roi4;
C:\anomalydino_data_single_object_normalmap\normalmap\test\bad\2D\2026_03_11-09_26_29-594.png;roi5;
C:\anomalydino_data_single_object_normalmap\normalmap\test\bad\2D\2026_03_11-09_26_29-594.png;roi6;
C:\anomalydino_data_single_object_normalmap\normalmap\test\bad\2D\2026_03_11-09_26_29-594.png;roi7;
C:\anomalydino_data_single_object_normalmap\normalmap\test\bad\2D\2026_03_11-09_26_37-618.png;roi0;
C:\anomalydino_data_single_object_normalmap\normalmap\test\bad\2D\2026_03_11-09_26_37-618.png;roi1;
C:\anomalydino_data_single_object_normalmap\normalmap\test\bad\2D\2026_03_11-09_26_37-618.png;roi2;
C:\anomalydino_data_single_object_normalmap\normalmap\test\bad\2D\2026_03_11-09_26_37-618.png;roi3;
C:\anomalydino_data_single_object_normalmap\normalmap\test\bad\2D\2026_03_11-09_26_37-618.png;roi4;
C:\anomalydino_data_single_object_normalmap\normalmap\test\bad\2D\2026_03_11-09_26_37-618.png;roi5;
C:\anomalydino_data_single_object_normalmap\normalmap\test\bad\2D\2026_03_11-09_26_37-618.png;roi6;
C:\anomalydino_data_single_object_normalmap\normalmap\test\bad\2D\2026_03_11-09_26_37-618.png;roi7;
C:\anomalydino_data_single_object_normalmap\normalmap\test\bad\2D\2026_03_11-09_26_37-618.png;roi8;
C:\anomalydino_data_single_object_normalmap\normalmap\test\bad\2D\2026_03_11-09_26_37-618.png;roi9;
C:\anomalydino_data_single_object_normalmap\normalmap\test\bad\2D\2026_03_11-09_26_37-618.png;roi10;
C:\anomalydino_data_single_object_normalmap\normalmap\test\bad\2D\2026_03_11-09_26_37-618.png;roi11;
C:\anomalydino_data_single_object_normalmap\normalmap\test\bad\2D\2026_03_11-09_26_44-970.png;roi0;
C:\anomalydino_data_single_object_normalmap\normalmap\test\bad\2D\2026_03_11-09_26_44-970.png;roi1;
C:\anomalydino_data_single_object_normalmap\normalmap\test\bad\2D\2026_03_11-09_26_44-970.png;roi2;
C:\anomalydino_data_single_object_normalmap\normalmap\test\bad\2D\2026_03_11-09_26_44-970.png;roi3;
C:\anomalydino_data_single_object_normalmap\normalmap\test\bad\2D\2026_03_11-09_26_51-351.png;roi0;
C:\anomalydino_data_single_object_normalmap\normalmap\test\bad\2D\2026_03_11-09_26_51-351.png;roi1;
C:\anomalydino_data_single_object_normalmap\normalmap\test\bad\2D\2026_03_11-09_26_51-351.png;roi2;
C:\anomalydino_data_single_object_normalmap\normalmap\test\bad\2D\2026_03_11-09_26_51-351.png;roi3;
C:\anomalydino_data_single_object_normalmap\normalmap\test\bad\2D\2026_03_11-09_26_58-222.png;roi0;
C:\anomalydino_data_single_object_normalmap\normalmap\test\bad\2D\2026_03_11-09_26_58-222.png;roi1;
C:\anomalydino_data_single_object_normalmap\normalmap\test\bad\2D\2026_03_11-09_26_58-222.png;roi2;
C:\anomalydino_data_single_object_normalmap\normalmap\test\bad\2D\2026_03_11-09_26_58-222.png;roi3;
C:\anomalydino_data_single_object_normalmap\normalmap\test\bad\2D\2026_03_11-09_27_05-987.png;roi0;
C:\anomalydino_data_single_object_normalmap\normalmap\test\bad\2D\2026_03_11-09_27_05-987.png;roi1;
C:\anomalydino_data_single_object_normalmap\normalmap\test\bad\2D\2026_03_11-09_27_05-987.png;roi2;
C:\anomalydino_data_single_object_normalmap\normalmap\test\bad\2D\2026_03_11-09_27_05-987.png;roi3;
C:\anomalydino_data_single_object_normalmap\normalmap\test\bad\2D\2026_03_11-09_27_05-987.png;roi4;
C:\anomalydino_data_single_object_normalmap\normalmap\test\bad\2D\2026_03_11-09_27_12-443.png;roi0;
C:\anomalydino_data_single_object_normalmap\normalmap\test\bad\2D\2026_03_11-09_27_12-443.png;roi1;
C:\anomalydino_data_single_object_normalmap\normalmap\test\bad\2D\2026_03_11-09_27_12-443.png;roi2;
C:\anomalydino_data_single_object_normalmap\normalmap\test\bad\2D\2026_03_11-09_27_12-443.png;roi3;
C:\anomalydino_data_single_object_normalmap\normalmap\test\bad\2D\2026_03_11-09_27_12-443.png;roi4;
C:\anomalydino_data_single_object_normalmap\normalmap\test\bad\2D\2026_03_11-09_27_12-443.png;roi5;
C:\anomalydino_data_single_object_normalmap\normalmap\test\bad\2D\2026_03_11-09_27_20-420.png;roi0;
C:\anomalydino_data_single_object_normalmap\normalmap\test\bad\2D\2026_03_11-09_27_20-420.png;roi1;
C:\anomalydino_data_single_object_normalmap\normalmap\test\bad\2D\2026_03_11-09_27_20-420.png;roi2;
C:\anomalydino_data_single_object_normalmap\normalmap\test\bad\2D\2026_03_11-09_27_28-009.png;roi0;
C:\anomalydino_data_single_object_normalmap\normalmap\test\bad\2D\2026_03_11-09_27_34-128.png;roi0;
C:\anomalydino_data_single_object_normalmap\normalmap\test\bad\2D\2026_03_11-09_27_34-128.png;roi1;
C:\anomalydino_data_single_object_normalmap\normalmap\test\bad\2D\2026_03_11-09_27_34-128.png;roi2;
C:\anomalydino_data_single_object_normalmap\normalmap\test\bad\2D\2026_03_11-09_27_34-128.png;roi3;
C:\anomalydino_data_single_object_normalmap\normalmap\test\bad\2D\2026_03_11-09_27_34-128.png;roi4;
C:\anomalydino_data_single_object_normalmap\normalmap\test\bad\2D\2026_03_11-09_27_41-081.png;roi0;
C:\anomalydino_data_single_object_normalmap\normalmap\test\bad\2D\2026_03_11-09_27_41-081.png;roi1;
C:\anomalydino_data_single_object_normalmap\normalmap\test\bad\2D\2026_03_11-09_27_48-249.png;roi0;
C:\anomalydino_data_single_object_normalmap\normalmap\test\bad\2D\2026_03_11-09_27_48-249.png;roi1;
C:\anomalydino_data_single_object_normalmap\normalmap\test\bad\2D\2026_03_11-09_27_48-249.png;roi2;
C:\anomalydino_data_single_object_normalmap\normalmap\test\bad\2D\2026_03_11-09_27_48-249.png;roi3;
C:\anomalydino_data_single_object_normalmap\normalmap\test\bad\2D\2026_03_11-09_27_48-249.png;roi4;
C:\anomalydino_data_single_object_normalmap\normalmap\test\bad\2D\2026_03_11-09_27_55-264.png;roi0;
C:\anomalydino_data_single_object_normalmap\normalmap\test\bad\2D\2026_03_11-09_27_55-264.png;roi1;
C:\anomalydino_data_single_object_normalmap\normalmap\test\bad\2D\2026_03_11-09_27_55-264.png;roi2;
C:\anomalydino_data_single_object_normalmap\normalmap\test\bad\2D\2026_03_11-09_27_55-264.png;roi3;
C:\anomalydino_data_single_object_normalmap\normalmap\test\bad\2D\2026_03_11-09_27_55-264.png;roi4;
C:\anomalydino_data_single_object_normalmap\normalmap\test\bad\2D\2026_03_11-09_27_55-264.png;roi5;
C:\anomalydino_data_single_object_normalmap\normalmap\test\bad\2D\2026_03_11-09_27_55-264.png;roi6;
C:\anomalydino_data_single_object_normalmap\normalmap\test\bad\2D\2026_03_11-09_28_02-828.png;roi0;
C:\anomalydino_data_single_object_normalmap\normalmap\test\bad\2D\2026_03_11-09_28_02-828.png;roi1;
C:\anomalydino_data_single_object_normalmap\normalmap\test\bad\2D\2026_03_11-09_28_02-828.png;roi2;
C:\anomalydino_data_single_object_normalmap\normalmap\test\bad\2D\2026_03_11-09_28_02-828.png;roi3;
C:\anomalydino_data_single_object_normalmap\normalmap\test\bad\2D\2026_03_11-09_28_02-828.png;roi4;
C:\anomalydino_data_single_object_normalmap\normalmap\test\bad\2D\2026_03_11-09_28_10-143.png;roi0;
C:\anomalydino_data_single_object_normalmap\normalmap\test\bad\2D\2026_03_11-09_28_10-143.png;roi1;
C:\anomalydino_data_single_object_normalmap\normalmap\test\bad\2D\2026_03_11-09_28_10-143.png;roi2;
C:\anomalydino_data_single_object_normalmap\normalmap\test\bad\2D\2026_03_11-09_28_10-143.png;roi3;
C:\anomalydino_data_single_object_normalmap\normalmap\test\bad\2D\2026_03_11-09_28_24-237.png;roi0;
C:\anomalydino_data_single_object_normalmap\normalmap\test\bad\2D\2026_03_11-09_28_24-237.png;roi1;
C:\anomalydino_data_single_object_normalmap\normalmap\test\bad\2D\2026_03_11-09_28_24-237.png;roi2;
C:\anomalydino_data_single_object_normalmap\normalmap\test\bad\2D\2026_03_11-09_28_24-237.png;roi3;
C:\anomalydino_data_single_object_normalmap\normalmap\test\bad\2D\2026_03_11-09_28_24-237.png;roi4;
C:\anomalydino_data_single_object_normalmap\normalmap\test\bad\2D\2026_03_11-09_28_24-237.png;roi5;
C:\anomalydino_data_single_object_normalmap\normalmap\test\bad\2D\2026_03_11-09_28_31-632.png;roi0;
C:\anomalydino_data_single_object_normalmap\normalmap\test\bad\2D\2026_03_11-09_28_38-808.png;roi0;
C:\anomalydino_data_single_object_normalmap\normalmap\test\bad\2D\2026_03_11-09_28_38-808.png;roi1;
C:\anomalydino_data_single_object_normalmap\normalmap\test\bad\2D\2026_03_11-09_28_45-346.png;roi0;
C:\anomalydino_data_single_object_normalmap\normalmap\test\bad\2D\2026_03_11-09_28_45-346.png;roi1;
C:\anomalydino_data_single_object_normalmap\normalmap\test\bad\2D\2026_03_11-09_28_45-346.png;roi2;
C:\anomalydino_data_single_object_normalmap\normalmap\test\bad\2D\2026_03_11-09_29_05-968.png;roi0;
C:\anomalydino_data_single_object_normalmap\normalmap\test\bad\2D\2026_03_11-09_29_13-150.png;roi0;
C:\anomalydino_data_single_object_normalmap\normalmap\test\bad\2D\2026_03_11-09_29_13-150.png;roi1;
C:\anomalydino_data_single_object_normalmap\normalmap\test\bad\2D\2026_03_11-09_29_13-150.png;roi2;
C:\anomalydino_data_single_object_normalmap\normalmap\test\bad\2D\2026_03_11-09_29_19-502.png;roi0;
C:\anomalydino_data_single_object_normalmap\normalmap\test\bad\2D\2026_03_11-09_29_19-502.png;roi1;
C:\anomalydino_data_single_object_normalmap\normalmap\test\bad\2D\2026_03_11-09_29_19-502.png;roi2;
C:\anomalydino_data_single_object_normalmap\normalmap\test\bad\2D\2026_03_11-09_29_34-724.png;roi0;
C:\anomalydino_data_single_object_normalmap\normalmap\test\bad\2D\2026_03_11-09_29_34-724.png;roi1;
C:\anomalydino_data_single_object_normalmap\normalmap\test\bad\2D\2026_03_11-09_29_34-724.png;roi2;
C:\anomalydino_data_single_object_normalmap\normalmap\test\bad\2D\2026_03_11-09_29_34-724.png;roi3;
C:\anomalydino_data_single_object_normalmap\normalmap\test\bad\2D\2026_03_11-09_29_34-724.png;roi4;
C:\anomalydino_data_single_object_normalmap\normalmap\test\bad\2D\2026_03_11-09_29_34-724.png;roi5;
C:\anomalydino_data_single_object_normalmap\normalmap\test\bad\2D\2026_03_11-09_29_34-724.png;roi6;
C:\anomalydino_data_single_object_normalmap\normalmap\test\bad\2D\2026_03_11-09_29_41-179.png;roi0;
C:\anomalydino_data_single_object_normalmap\normalmap\test\bad\2D\2026_03_11-09_29_41-179.png;roi1;
C:\anomalydino_data_single_object_normalmap\normalmap\test\bad\2D\2026_03_11-09_29_41-179.png;roi2;
C:\anomalydino_data_single_object_normalmap\normalmap\test\bad\2D\2026_03_11-09_29_41-179.png;roi3;
C:\anomalydino_data_single_object_normalmap\normalmap\test\bad\2D\2026_03_11-09_29_41-179.png;roi4;
C:\anomalydino_data_single_object_normalmap\normalmap\test\bad\2D\2026_03_11-09_29_41-179.png;roi5;
C:\anomalydino_data_single_object_normalmap\normalmap\test\bad\2D\2026_03_11-09_29_41-179.png;roi6;
C:\anomalydino_data_single_object_normalmap\normalmap\test\bad\2D\2026_03_11-09_29_47-728.png;roi0;
C:\anomalydino_data_single_object_normalmap\normalmap\test\bad\2D\2026_03_11-09_29_47-728.png;roi1;
C:\anomalydino_data_single_object_normalmap\normalmap\test\bad\2D\2026_03_11-09_29_47-728.png;roi2;
C:\anomalydino_data_single_object_normalmap\normalmap\test\bad\2D\2026_03_11-09_29_47-728.png;roi3;
C:\anomalydino_data_single_object_normalmap\normalmap\test\bad\2D\2026_03_11-09_29_47-728.png;roi4;
C:\anomalydino_data_single_object_normalmap\normalmap\test\bad\2D\2026_03_11-09_29_47-728.png;roi5;
C:\anomalydino_data_single_object_normalmap\normalmap\test\bad\2D\2026_03_11-09_29_47-728.png;roi6;
C:\anomalydino_data_single_object_normalmap\normalmap\test\bad\2D\2026_03_11-09_29_47-728.png;roi7;
C:\anomalydino_data_single_object_normalmap\normalmap\test\bad\2D\2026_03_11-09_29_47-728.png;roi8;
C:\anomalydino_data_single_object_normalmap\normalmap\test\bad\2D\2026_03_11-09_29_47-728.png;roi9;
C:\anomalydino_data_single_object_normalmap\normalmap\test\bad\2D\2026_03_11-09_29_47-728.png;roi10;
C:\anomalydino_data_single_object_normalmap\normalmap\test\bad\2D\2026_03_11-09_29_47-728.png;roi11;
C:\anomalydino_data_single_object_normalmap\normalmap\test\bad\2D\2026_03_11-09_29_47-728.png;roi12;
C:\anomalydino_data_single_object_normalmap\normalmap\test\bad\2D\2026_03_11-09_29_47-728.png;roi13;
C:\anomalydino_data_single_object_normalmap\normalmap\test\bad\2D\2026_03_11-09_29_55-339.png;roi0;
C:\anomalydino_data_single_object_normalmap\normalmap\test\bad\2D\2026_03_11-09_29_55-339.png;roi1;
C:\anomalydino_data_single_object_normalmap\normalmap\test\bad\2D\2026_03_11-09_29_55-339.png;roi2;
C:\anomalydino_data_single_object_normalmap\normalmap\test\bad\2D\2026_03_11-09_29_55-339.png;roi3;
C:\anomalydino_data_single_object_normalmap\normalmap\test\bad\2D\2026_03_11-09_29_55-339.png;roi4;
C:\anomalydino_data_single_object_normalmap\normalmap\test\bad\2D\2026_03_11-09_29_55-339.png;roi5;
C:\anomalydino_data_single_object_normalmap\normalmap\test\bad\2D\2026_03_11-09_30_02-903.png;roi0;
C:\anomalydino_data_single_object_normalmap\normalmap\test\bad\2D\2026_03_11-09_30_09-946.png;roi0;
C:\anomalydino_data_single_object_normalmap\normalmap\test\bad\2D\2026_03_11-09_30_09-946.png;roi1;
C:\anomalydino_data_single_object_normalmap\normalmap\test\bad\2D\2026_03_11-09_30_09-946.png;roi2;
C:\anomalydino_data_single_object_normalmap\normalmap\test\bad\2D\2026_03_11-09_30_17-898.png;roi0;
C:\anomalydino_data_single_object_normalmap\normalmap\test\bad\2D\2026_03_11-09_30_17-898.png;roi1;
C:\anomalydino_data_single_object_normalmap\normalmap\test\bad\2D\2026_03_11-09_30_17-898.png;roi2;
C:\anomalydino_data_single_object_normalmap\normalmap\test\bad\2D\2026_03_11-09_30_17-898.png;roi3;
C:\anomalydino_data_single_object_normalmap\normalmap\test\bad\2D\2026_03_11-09_30_17-898.png;roi4;
C:\anomalydino_data_single_object_normalmap\normalmap\test\bad\2D\2026_03_11-09_30_17-898.png;roi5;
C:\anomalydino_data_single_object_normalmap\normalmap\test\bad\2D\2026_03_11-09_30_17-898.png;roi6;
C:\anomalydino_data_single_object_normalmap\normalmap\test\bad\2D\2026_03_11-09_30_17-898.png;roi7;
C:\anomalydino_data_single_object_normalmap\normalmap\test\bad\2D\2026_03_11-09_30_17-898.png;roi8;
C:\anomalydino_data_single_object_normalmap\normalmap\test\bad\2D\2026_03_11-09_30_17-898.png;roi9;
C:\anomalydino_data_single_object_normalmap\normalmap\test\bad\2D\2026_03_11-09_30_25-397.png;roi0;
C:\anomalydino_data_single_object_normalmap\normalmap\test\bad\2D\2026_03_11-09_30_25-397.png;roi1;
C:\anomalydino_data_single_object_normalmap\normalmap\test\bad\2D\2026_03_11-09_30_25-397.png;roi2;
C:\anomalydino_data_single_object_normalmap\normalmap\test\bad\2D\2026_03_11-09_30_25-397.png;roi3;
C:\anomalydino_data_single_object_normalmap\normalmap\test\bad\2D\2026_03_11-09_30_25-397.png;roi4;
C:\anomalydino_data_single_object_normalmap\normalmap\test\bad\2D\2026_03_11-09_30_25-397.png;roi5;
C:\anomalydino_data_single_object_normalmap\normalmap\test\bad\2D\2026_03_11-09_30_25-397.png;roi6;
C:\anomalydino_data_single_object_normalmap\normalmap\test\bad\2D\2026_03_11-09_30_25-397.png;roi7;
C:\anomalydino_data_single_object_normalmap\normalmap\test\bad\2D\2026_03_11-09_30_25-397.png;roi8;
C:\anomalydino_data_single_object_normalmap\normalmap\test\bad\2D\2026_03_11-09_30_25-397.png;roi9;
C:\anomalydino_data_single_object_normalmap\normalmap\test\bad\2D\2026_03_11-09_30_25-397.png;roi10;
C:\anomalydino_data_single_object_normalmap\normalmap\test\bad\2D\2026_03_11-09_30_25-397.png;roi11;
C:\anomalydino_data_single_object_normalmap\normalmap\test\bad\2D\2026_03_11-09_30_40-407.png;roi0;
C:\anomalydino_data_single_object_normalmap\normalmap\test\bad\2D\2026_03_11-09_30_47-942.png;roi0;
C:\anomalydino_data_single_object_normalmap\normalmap\test\bad\2D\2026_03_11-09_30_47-942.png;roi1;
C:\anomalydino_data_single_object_normalmap\normalmap\test\bad\2D\2026_03_11-09_30_55-539.png;roi0;
C:\anomalydino_data_single_object_normalmap\normalmap\test\bad\2D\2026_03_11-09_30_55-539.png;roi1;
C:\anomalydino_data_single_object_normalmap\normalmap\test\bad\2D\2026_03_11-09_31_03-065.png;roi0;
C:\anomalydino_data_single_object_normalmap\normalmap\test\bad\2D\2026_03_11-09_31_03-065.png;roi1;
C:\anomalydino_data_single_object_normalmap\normalmap\test\bad\2D\2026_03_11-09_31_03-065.png;roi2;
C:\anomalydino_data_single_object_normalmap\normalmap\test\bad\2D\2026_03_11-09_31_03-065.png;roi3;
C:\anomalydino_data_single_object_normalmap\normalmap\test\bad\2D\2026_03_11-09_31_03-065.png;roi4;
C:\anomalydino_data_single_object_normalmap\normalmap\test\bad\2D\2026_03_11-09_31_03-065.png;roi5;
C:\anomalydino_data_single_object_normalmap\normalmap\test\bad\2D\2026_03_11-09_31_10-416.png;roi0;
C:\anomalydino_data_single_object_normalmap\normalmap\test\bad\2D\2026_03_11-09_31_10-416.png;roi1;
C:\anomalydino_data_single_object_normalmap\normalmap\test\bad\2D\2026_03_11-09_31_10-416.png;roi2;
C:\anomalydino_data_single_object_normalmap\normalmap\test\bad\2D\2026_03_11-09_31_10-416.png;roi3;
C:\anomalydino_data_single_object_normalmap\normalmap\test\bad\2D\2026_03_11-09_31_10-416.png;roi4;
C:\anomalydino_data_single_object_normalmap\normalmap\test\bad\2D\2026_03_11-09_31_10-416.png;roi5;
C:\anomalydino_data_single_object_normalmap\normalmap\test\bad\2D\2026_03_11-09_31_10-416.png;roi6;
C:\anomalydino_data_single_object_normalmap\normalmap\test\bad\2D\2026_03_11-09_31_16-912.png;roi0;
C:\anomalydino_data_single_object_normalmap\normalmap\test\bad\2D\2026_03_11-09_31_16-912.png;roi1;
C:\anomalydino_data_single_object_normalmap\normalmap\test\bad\2D\2026_03_19-08_21_08-081.png;roi0;
C:\anomalydino_data_single_object_normalmap\normalmap\test\bad\2D\2026_03_19-08_21_08-081.png;roi1;
C:\anomalydino_data_single_object_normalmap\normalmap\test\bad\2D\2026_03_19-08_21_08-081.png;roi2;
C:\anomalydino_data_single_object_normalmap\normalmap\test\bad\2D\2026_03_19-08_21_08-081.png;roi3;
C:\anomalydino_data_single_object_normalmap\normalmap\test\bad\2D\2026_03_19-08_21_49-234.png;roi0;
C:\anomalydino_data_single_object_normalmap\normalmap\test\bad\2D\2026_03_19-08_22_22-999.png;roi0;
C:\anomalydino_data_single_object_normalmap\normalmap\test\bad\2D\2026_03_19-08_22_22-999.png;roi1;
C:\anomalydino_data_single_object_normalmap\normalmap\test\bad\2D\2026_03_19-08_22_22-999.png;roi2;
C:\anomalydino_data_single_object_normalmap\normalmap\test\bad\2D\2026_03_19-08_22_36-518.png;roi0;
C:\anomalydino_data_single_object_normalmap\normalmap\test\bad\2D\2026_03_19-08_22_36-518.png;roi1;
C:\anomalydino_data_single_object_normalmap\normalmap\test\bad\2D\2026_03_19-08_22_36-518.png;roi2;
C:\anomalydino_data_single_object_normalmap\normalmap\test\bad\2D\2026_03_19-08_22_36-518.png;roi3;
C:\anomalydino_data_single_object_normalmap\normalmap\test\bad\2D\2026_03_19-08_23_16-089.png;roi0;
C:\anomalydino_data_single_object_normalmap\normalmap\test\bad\2D\2026_03_19-08_23_16-089.png;roi1;
C:\anomalydino_data_single_object_normalmap\normalmap\test\bad\2D\2026_03_19-08_23_16-089.png;roi2;
C:\anomalydino_data_single_object_normalmap\normalmap\test\bad\2D\2026_03_19-08_23_42-255.png;roi0;
C:\anomalydino_data_single_object_normalmap\normalmap\test\bad\2D\2026_03_19-08_24_29-031.png;roi0;
C:\anomalydino_data_single_object_normalmap\normalmap\test\bad\2D\2026_03_19-08_24_29-031.png;roi1;
C:\anomalydino_data_single_object_normalmap\normalmap\test\bad\2D\2026_03_19-08_24_42-263.png;roi0;
C:\anomalydino_data_single_object_normalmap\normalmap\test\bad\2D\2026_03_19-08_24_42-263.png;roi1;
C:\anomalydino_data_single_object_normalmap\normalmap\test\bad\2D\2026_03_19-08_25_09-540.png;roi0;
C:\anomalydino_data_single_object_normalmap\normalmap\test\bad\2D\2026_03_19-08_26_23-785.png;roi0;
C:\anomalydino_data_single_object_normalmap\normalmap\test\bad\2D\2026_03_19-08_26_23-785.png;roi1;
C:\anomalydino_data_single_object_normalmap\normalmap\test\bad\2D\2026_03_19-08_26_44-376.png;roi0;
C:\anomalydino_data_single_object_normalmap\normalmap\test\bad\2D\2026_03_19-08_26_44-376.png;roi1;
C:\anomalydino_data_single_object_normalmap\normalmap\test\bad\2D\2026_03_19-08_27_11-609.png;roi0;
C:\anomalydino_data_single_object_normalmap\normalmap\test\bad\2D\2026_03_19-08_27_11-609.png;roi1;
C:\anomalydino_data_single_object_normalmap\normalmap\test\bad\2D\2026_03_19-08_27_11-609.png;roi2;
C:\anomalydino_data_single_object_normalmap\normalmap\test\bad\2D\2026_03_19-08_27_11-609.png;roi3;
C:\anomalydino_data_single_object_normalmap\normalmap\test\bad\2D\2026_03_19-08_27_18-621.png;roi0;
C:\anomalydino_data_single_object_normalmap\normalmap\test\bad\2D\2026_03_19-08_27_18-621.png;roi1;
C:\anomalydino_data_single_object_normalmap\normalmap\test\bad\2D\2026_03_19-08_28_07-427.png;roi0;
C:\anomalydino_data_single_object_normalmap\normalmap\test\bad\2D\2026_03_19-08_28_07-427.png;roi1;
C:\anomalydino_data_single_object_normalmap\normalmap\test\bad\2D\2026_03_19-08_28_34-533.png;roi0;
C:\anomalydino_data_single_object_normalmap\normalmap\test\bad\2D\2026_03_19-08_28_34-533.png;roi1;
C:\anomalydino_data_single_object_normalmap\normalmap\test\bad\2D\2026_03_19-08_28_34-533.png;roi2;
C:\anomalydino_data_single_object_normalmap\normalmap\test\bad\2D\2026_03_19-08_28_47-501.png;roi0;
C:\anomalydino_data_single_object_normalmap\normalmap\test\bad\2D\2026_03_19-08_28_47-501.png;roi1;
C:\anomalydino_data_single_object_normalmap\normalmap\test\bad\2D\2026_03_19-08_28_47-501.png;roi2;
C:\anomalydino_data_single_object_normalmap\normalmap\test\bad\2D\2026_03_19-08_59_26-955.png;roi0;
C:\anomalydino_data_single_object_normalmap\normalmap\test\bad\2D\2026_03_19-08_59_39-956.png;roi0;
C:\anomalydino_data_single_object_normalmap\normalmap\test\bad\2D\2026_03_19-08_59_39-956.png;roi1;
C:\anomalydino_data_single_object_normalmap\normalmap\test\bad\2D\2026_03_19-08_59_39-956.png;roi2;
C:\anomalydino_data_single_object_normalmap\normalmap\test\bad\2D\2026_03_19-09_01_33-111.png;roi0;
C:\anomalydino_data_single_object_normalmap\normalmap\test\bad\2D\2026_03_19-09_02_21-753.png;roi0;
C:\anomalydino_data_single_object_normalmap\normalmap\test\bad\2D\2026_03_19-09_03_02-563.png;roi0;
C:\anomalydino_data_single_object_normalmap\normalmap\test\bad\2D\2026_03_19-09_03_02-563.png;roi1;
C:\anomalydino_data_single_object_normalmap\normalmap\test\bad\2D\2026_03_19-09_03_02-563.png;roi2;
C:\anomalydino_data_single_object_normalmap\normalmap\test\bad\2D\2026_03_19-09_03_02-563.png;roi3;
C:\anomalydino_data_single_object_normalmap\normalmap\test\bad\2D\2026_03_19-09_03_02-563.png;roi4;
C:\anomalydino_data_single_object_normalmap\normalmap\test\bad\2D\2026_03_19-09_03_09-129.png;roi0;
C:\anomalydino_data_single_object_normalmap\normalmap\test\bad\2D\2026_03_19-09_03_09-129.png;roi1;
C:\anomalydino_data_single_object_normalmap\normalmap\test\bad\2D\2026_03_19-09_04_09-540.png;roi0;
C:\anomalydino_data_single_object_normalmap\normalmap\test\bad\2D\2026_03_19-09_04_09-540.png;roi1;
C:\anomalydino_data_single_object_normalmap\normalmap\test\bad\2D\2026_03_19-09_04_44-874.png;roi0;
C:\anomalydino_data_single_object_normalmap\normalmap\test\bad\2D\2026_03_19-09_04_44-874.png;roi1;
C:\anomalydino_data_single_object_normalmap\normalmap\test\bad\2D\2026_03_19-09_04_44-874.png;roi2;
C:\anomalydino_data_single_object_normalmap\normalmap\test\bad\2D\2026_03_19-09_04_44-874.png;roi3;
C:\anomalydino_data_single_object_normalmap\normalmap\test\bad\2D\2026_03_19-09_05_05-522.png;roi0;
C:\anomalydino_data_single_object_normalmap\normalmap\test\bad\2D\2026_03_19-09_05_05-522.png;roi1;
C:\anomalydino_data_single_object_normalmap\normalmap\test\bad\2D\2026_03_19-09_05_05-522.png;roi2;
C:\anomalydino_data_single_object_normalmap\normalmap\test\bad\2D\2026_03_19-09_05_19-490.png;roi0;
C:\anomalydino_data_single_object_normalmap\normalmap\test\bad\2D\2026_03_19-09_05_41-194.png;roi0;
C:\anomalydino_data_single_object_normalmap\normalmap\test\bad\2D\2026_03_19-09_05_41-194.png;roi1;
C:\anomalydino_data_single_object_normalmap\normalmap\test\bad\2D\2026_03_19-09_05_48-490.png;roi0;
C:\anomalydino_data_single_object_normalmap\normalmap\test\bad\2D\2026_03_19-09_05_55-285.png;roi0;
C:\anomalydino_data_single_object_normalmap\normalmap\test\bad\2D\2026_03_19-09_05_55-285.png;roi1;
C:\anomalydino_data_single_object_normalmap\normalmap\test\bad\2D\2026_03_19-09_05_55-285.png;roi2;
C:\anomalydino_data_single_object_normalmap\normalmap\test\bad\2D\2026_03_19-09_06_01-751.png;roi0;
C:\anomalydino_data_single_object_normalmap\normalmap\test\bad\2D\2026_03_19-09_06_01-751.png;roi1;
C:\anomalydino_data_single_object_normalmap\normalmap\test\bad\2D\2026_03_19-09_06_08-271.png;roi0;
C:\anomalydino_data_single_object_normalmap\normalmap\test\bad\2D\2026_03_19-09_06_15-177.png;roi0;
C:\anomalydino_data_single_object_normalmap\normalmap\test\bad\2D\2026_03_19-09_06_15-177.png;roi1;
C:\anomalydino_data_single_object_normalmap\normalmap\test\bad\2D\2026_03_19-09_06_15-177.png;roi2;
