Object,Sample,Anomaly_Score,MemoryBank_Time,Inference_Time,Label,Evaluation_Group,Threshold
normalmap,test/bad/2D/2026_03_11-09_25_47-041.png,0.06205,3.41756,0.84505,1,test/bad,0.05690
normalmap,test/bad/2D/2026_03_11-09_25_54-574.png,0.11733,3.41756,0.78804,1,test/bad,0.05690
normalmap,test/bad/2D/2026_03_11-09_26_01-780.png,0.09864,3.41756,0.72460,1,test/bad,0.05690
normalmap,test/bad/2D/2026_03_11-09_26_08-204.png,0.09321,3.41756,0.79397,1,test/bad,0.05690
normalmap,test/bad/2D/2026_03_11-09_26_14-520.png,0.11076,3.41756,0.84867,1,test/bad,0.05690
normalmap,test/bad/2D/2026_03_11-09_26_22-508.png,0.17393,3.41756,0.69107,1,test/bad,0.05690
normalmap,test/bad/2D/2026_03_11-09_26_29-594.png,0.09788,3.41756,0.71520,1,test/bad,0.05690
normalmap,test/bad/2D/2026_03_11-09_26_37-618.png,0.12031,3.41756,0.88162,1,test/bad,0.05690
normalmap,test/bad/2D/2026_03_11-09_26_44-970.png,0.13463,3.41756,0.72698,1,test/bad,0.05690
normalmap,test/bad/2D/2026_03_11-09_26_51-351.png,0.14943,3.41756,0.77824,1,test/bad,0.05690
normalmap,test/bad/2D/2026_03_11-09_26_58-222.png,0.12836,3.41756,0.77862,1,test/bad,0.05690
normalmap,test/bad/2D/2026_03_11-09_27_05-987.png,0.07980,3.41756,0.70069,1,test/bad,0.05690
normalmap,test/bad/2D/2026_03_11-09_27_12-443.png,0.14725,3.41756,0.70948,1,test/bad,0.05690
normalmap,test/bad/2D/2026_03_11-09_27_20-420.png,0.09127,3.41756,0.95094,1,test/bad,0.05690
normalmap,test/bad/2D/2026_03_11-09_27_28-009.png,0.14271,3.41756,0.94565,1,test/bad,0.05690
normalmap,test/bad/2D/2026_03_11-09_27_34-128.png,0.14024,3.41756,0.79979,1,test/bad,0.05690
normalmap,test/bad/2D/2026_03_11-09_27_41-081.png,0.06995,3.41756,0.77899,1,test/bad,0.05690
normalmap,test/bad/2D/2026_03_11-09_27_48-249.png,0.11438,3.41756,0.70266,1,test/bad,0.05690
normalmap,test/bad/2D/2026_03_11-09_27_55-264.png,0.12168,3.41756,0.78012,1,test/bad,0.05690
normalmap,test/bad/2D/2026_03_11-09_28_02-828.png,0.12409,3.41756,0.77804,1,test/bad,0.05690
normalmap,test/bad/2D/2026_03_11-09_28_10-143.png,0.08393,3.41756,0.79936,1,test/bad,0.05690
normalmap,test/bad/2D/2026_03_11-09_28_24-237.png,0.09490,3.41756,0.75871,1,test/bad,0.05690
normalmap,test/bad/2D/2026_03_11-09_28_31-632.png,0.13017,3.41756,0.77802,1,test/bad,0.05690
normalmap,test/bad/2D/2026_03_11-09_28_38-808.png,0.05986,3.41756,0.79457,1,test/bad,0.05690
normalmap,test/bad/2D/2026_03_11-09_28_45-346.png,0.08713,3.41756,0.75416,1,test/bad,0.05690
normalmap,test/bad/2D/2026_03_11-09_29_05-968.png,0.06650,3.41756,0.81959,1,test/bad,0.05690
normalmap,test/bad/2D/2026_03_11-09_29_13-150.png,0.07925,3.41756,0.75949,1,test/bad,0.05690
normalmap,test/bad/2D/2026_03_11-09_29_19-502.png,0.12785,3.41756,0.68312,1,test/bad,0.05690
normalmap,test/bad/2D/2026_03_11-09_29_34-724.png,0.08524,3.41756,0.80622,1,test/bad,0.05690
normalmap,test/bad/2D/2026_03_11-09_29_41-179.png,0.10780,3.41756,0.74656,1,test/bad,0.05690
normalmap,test/bad/2D/2026_03_11-09_29_47-728.png,0.14160,3.41756,0.77624,1,test/bad,0.05690
normalmap,test/bad/2D/2026_03_11-09_29_55-339.png,0.10222,3.41756,0.81268,1,test/bad,0.05690
normalmap,test/bad/2D/2026_03_11-09_30_02-903.png,0.14375,3.41756,0.76505,1,test/bad,0.05690
normalmap,test/bad/2D/2026_03_11-09_30_09-946.png,0.16433,3.41756,0.78498,1,test/bad,0.05690
normalmap,test/bad/2D/2026_03_11-09_30_17-898.png,0.08039,3.41756,0.75299,1,test/bad,0.05690
normalmap,test/bad/2D/2026_03_11-09_30_25-397.png,0.15240,3.41756,0.76446,1,test/bad,0.05690
normalmap,test/bad/2D/2026_03_11-09_30_40-407.png,0.15944,3.41756,0.72290,1,test/bad,0.05690
normalmap,test/bad/2D/2026_03_11-09_30_47-942.png,0.11617,3.41756,0.72205,1,test/bad,0.05690
normalmap,test/bad/2D/2026_03_11-09_30_55-539.png,0.09953,3.41756,0.80625,1,test/bad,0.05690
normalmap,test/bad/2D/2026_03_11-09_31_03-065.png,0.10580,3.41756,0.81336,1,test/bad,0.05690
normalmap,test/bad/2D/2026_03_11-09_31_10-416.png,0.12750,3.41756,0.79014,1,test/bad,0.05690
normalmap,test/bad/2D/2026_03_11-09_31_16-912.png,0.08993,3.41756,0.87008,1,test/bad,0.05690
normalmap,test/bad/2D/2026_03_19-08_21_08-081.png,0.17477,3.41756,0.75651,1,test/bad,0.05690
normalmap,test/bad/2D/2026_03_19-08_21_49-234.png,0.09857,3.41756,0.76349,1,test/bad,0.05690
normalmap,test/bad/2D/2026_03_19-08_22_02-568.png,0.05535,3.41756,0.81506,1,test/bad,0.05690
normalmap,test/bad/2D/2026_03_19-08_22_22-999.png,0.07610,3.41756,0.78091,1,test/bad,0.05690
normalmap,test/bad/2D/2026_03_19-08_22_36-518.png,0.09175,3.41756,0.73932,1,test/bad,0.05690
normalmap,test/bad/2D/2026_03_19-08_23_16-089.png,0.07048,3.41756,0.80203,1,test/bad,0.05690
normalmap,test/bad/2D/2026_03_19-08_23_42-255.png,0.05710,3.41756,0.79301,1,test/bad,0.05690
normalmap,test/bad/2D/2026_03_19-08_23_48-842.png,0.05186,3.41756,0.76892,1,test/bad,0.05690
normalmap,test/bad/2D/2026_03_19-08_24_29-031.png,0.13488,3.41756,0.80716,1,test/bad,0.05690
normalmap,test/bad/2D/2026_03_19-08_24_42-263.png,0.36506,3.41756,0.82032,1,test/bad,0.05690
normalmap,test/bad/2D/2026_03_19-08_25_09-540.png,0.07673,3.41756,0.75999,1,test/bad,0.05690
normalmap,test/bad/2D/2026_03_19-08_25_36-503.png,0.02863,3.41756,0.75901,1,test/bad,0.05690
normalmap,test/bad/2D/2026_03_19-08_26_23-785.png,0.07354,3.41756,0.77744,1,test/bad,0.05690
normalmap,test/bad/2D/2026_03_19-08_26_44-376.png,0.15027,3.41756,0.83983,1,test/bad,0.05690
normalmap,test/bad/2D/2026_03_19-08_27_11-609.png,0.08643,3.41756,0.76055,1,test/bad,0.05690
normalmap,test/bad/2D/2026_03_19-08_27_18-621.png,0.07217,3.41756,0.90868,1,test/bad,0.05690
normalmap,test/bad/2D/2026_03_19-08_28_07-427.png,0.10542,3.41756,0.86128,1,test/bad,0.05690
normalmap,test/bad/2D/2026_03_19-08_28_34-533.png,0.09678,3.41756,0.73164,1,test/bad,0.05690
normalmap,test/bad/2D/2026_03_19-08_28_47-501.png,0.07442,3.41756,0.79225,1,test/bad,0.05690
normalmap,test/bad/2D/2026_03_19-08_59_26-955.png,0.07858,3.41756,0.79359,1,test/bad,0.05690
normalmap,test/bad/2D/2026_03_19-08_59_39-956.png,0.09655,3.41756,0.84612,1,test/bad,0.05690
normalmap,test/bad/2D/2026_03_19-08_59_53-040.png,0.04507,3.41756,0.70994,1,test/bad,0.05690
normalmap,test/bad/2D/2026_03_19-09_00_33-208.png,0.05411,3.41756,0.83378,1,test/bad,0.05690
normalmap,test/bad/2D/2026_03_19-09_01_33-111.png,0.05690,3.41756,0.78594,1,test/bad,0.05690
normalmap,test/bad/2D/2026_03_19-09_02_21-753.png,0.07889,3.41756,0.73106,1,test/bad,0.05690
normalmap,test/bad/2D/2026_03_19-09_03_02-563.png,0.09571,3.41756,0.77329,1,test/bad,0.05690
normalmap,test/bad/2D/2026_03_19-09_03_09-129.png,0.12177,3.41756,0.76723,1,test/bad,0.05690
normalmap,test/bad/2D/2026_03_19-09_04_09-540.png,0.06254,3.41756,0.77552,1,test/bad,0.05690
normalmap,test/bad/2D/2026_03_19-09_04_44-874.png,0.09782,3.41756,0.73570,1,test/bad,0.05690
normalmap,test/bad/2D/2026_03_19-09_05_05-522.png,0.07079,3.41756,0.78583,1,test/bad,0.05690
normalmap,test/bad/2D/2026_03_19-09_05_19-490.png,0.08669,3.41756,0.75606,1,test/bad,0.05690
normalmap,test/bad/2D/2026_03_19-09_05_41-194.png,0.09231,3.41756,0.78331,1,test/bad,0.05690
normalmap,test/bad/2D/2026_03_19-09_05_48-490.png,0.06754,3.41756,0.75677,1,test/bad,0.05690
normalmap,test/bad/2D/2026_03_19-09_05_55-285.png,0.05793,3.41756,0.75343,1,test/bad,0.05690
normalmap,test/bad/2D/2026_03_19-09_06_01-751.png,0.08157,3.41756,0.72193,1,test/bad,0.05690
normalmap,test/bad/2D/2026_03_19-09_06_08-271.png,0.09965,3.41756,0.78106,1,test/bad,0.05690
normalmap,test/bad/2D/2026_03_19-09_06_15-177.png,0.08573,3.41756,0.77196,1,test/bad,0.05690
normalmap,test/bad/2D/2026_03_19-09_06_22-312.png,0.06698,3.41756,0.74404,1,test/bad,0.05690
normalmap,test/bad/3D/2026_03_11-09_24_23-537.png,0.05415,3.41756,0.78148,1,test/bad,0.05690
normalmap,test/bad/3D/2026_03_11-09_24_44-457.png,0.06244,3.41756,0.76237,1,test/bad,0.05690
normalmap,test/bad/3D/2026_03_11-09_28_52-010.png,0.09493,3.41756,0.88464,1,test/bad,0.05690
normalmap,test/bad/3D/2026_03_19-08_19_55-515.png,0.08212,3.41756,0.83741,1,test/bad,0.05690
normalmap,test/bad/3D/2026_03_19-08_20_35-297.png,0.07922,3.41756,0.73876,1,test/bad,0.05690
normalmap,test/bad/3D/2026_03_19-08_22_09-887.png,0.06218,3.41756,0.71068,1,test/bad,0.05690
normalmap,test/bad/3D/2026_03_19-08_22_49-784.png,0.05877,3.41756,0.74509,1,test/bad,0.05690
normalmap,test/bad/3D/2026_03_19-08_22_56-426.png,0.04889,3.41756,0.76106,1,test/bad,0.05690
normalmap,test/bad/3D/2026_03_19-08_23_35-687.png,0.03437,3.41756,0.73221,1,test/bad,0.05690
normalmap,test/bad/3D/2026_03_19-08_27_05-079.png,0.06710,3.41756,0.71800,1,test/bad,0.05690
normalmap,test/bad/3D/2026_03_19-08_59_13-986.png,0.06059,3.41756,0.76493,1,test/bad,0.05690
normalmap,test/bad/3D/2026_03_19-09_01_18-723.png,0.05913,3.41756,0.72599,1,test/bad,0.05690
normalmap,test/bad/3D/2026_03_19-09_01_54-313.png,0.06482,3.41756,0.66885,1,test/bad,0.05690
normalmap,test/bad/3D/2026_03_19-09_03_23-335.png,0.04030,3.41756,0.69021,1,test/bad,0.05690
normalmap,test/bad/3D/2026_03_19-09_06_35-404.png,0.07717,3.41756,0.68074,1,test/bad,0.05690
normalmap,test/bad/3D/2026_03_19-09_06_56-107.png,0.07045,3.41756,0.73332,1,test/bad,0.05690
